,,,10442,,,,
n_iteracao,id_modelo,cod_produto,nome,Fornecedor,Comprador,Responsável,Subcategoria
1055,916917,KDB9825,FILÉ DE MERLUZA ARGENTINA CONGELADA MAR E RIO 800G,MAR E RIO,Paulo Pereira,Pietro,0
1056,917034,KDB9942,KOMBUCHA  POD LIMÃO E GENGIBRE 400ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1057,917035,KDB9943,KOMBUCHA  POD MORANGO E HIBISCO 400ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1058,917036,KDB9944,KOMBUCHA  POD MARACUJÁ E HIBISCO 400ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1059,917037,KDB9945,KOMBUCHA  POD UVA 400ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1060,917038,KDB9946,KOMBUCHA  POD MAÇÃ E CANELA 400ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1061,917039,KDB9947,KOMBUCHA  POD MENTA E MATCHÁ 400ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1062,917040,KDB9948,KOMBUCHA  POD LIMÃO E GENGIBRE 1L,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1063,917041,KDB9949,KOMBUCHA  POD MORANGO E HIBISCO 1L,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1064,917042,KDB9950,KOMBUCHA  POD UVA 1L,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1065,917043,KDB9951,KOMBUCHA  POD MARACUJÁ E HIBISCO 1L,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1066,917044,KDB9952,KOMBUCHA  POD MAÇÃ E CANELA 1L,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1067,917045,KDB9953,KOMBUCHA  POD FRUTAS VERMELHAS 310ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1068,917046,KDB9954,KOMBUCHA  POD ABACAXI E HORTELÃ 310ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1069,917047,KDB9955,KOMBUCHA  POD UVA 310ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1070,917048,KDB9956,KOMBUCHA  POD TANGERINA 310ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1071,917049,KDB9957,ESPUMANTE  POD SEM ÁLCOOL CEREJA E FRAMBOESA 750ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1072,917050,KDB9958,ESPUMANTE  POD SEM ÁLCOOL UVA BRANCA 750ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1073,917051,KDB9959,ESPUMANTE  POD SEM ÁLCOOL LIMÃO SICILIANO 750ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1074,917052,KDB9960,REFRIGERANTE PODDI UVA CREAM 300ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1075,917053,KDB9961,REFRIGERANTE PODDI LARANJA CITRUS 300ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1076,917054,KDB9962,REFRIGERANTE PODDI LIMÃO BOOST 300ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1077,917055,KDB9963,REFRIGERANTE PODDI CEREJA ICE 300ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1078,917056,KDB9964,SMART DRINK POD CALM 269ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1079,917057,KDB9965,SMART DRINK POD ENERGY 269ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1080,917058,KDB9966,SMART DRINK POD FOCUS 269ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1081,917059,KDB9967,KOMBUCHA POD SUPERSHOT 50ML,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1082,917113,KDB10021,MANTEIGA  DE ALHO NEGRO JAIS HANDMADE 180G,JAIS,Paulo Pereira,Pietro,0
1083,917114,KDB10022,MANTEIGA  DE SÁLVIA E FLOR DE SAL JAIS HANDMADE 180G,JAIS,Paulo Pereira,Pietro,0
1084,917115,KDB10023,MANTEIGA  DE LIMÃO SICILIANO JAIS HANDMADE 180G,JAIS,Paulo Pereira,Pietro,0
1085,917116,KDB10024,PICLES DE PEPINO CORNICHON JAIS HANDMADE 350G,JAIS,Paulo Pereira,Pietro,0
1086,917117,KDB10025,PICLES DE PEPINO JAPONÊS JAIS HANDMADE 350G,JAIS,Paulo Pereira,Pietro,0
1087,917118,KDB10026,PICLES DE JALAPEÑO COM MEL JAIS HANDMADE 350,JAIS,Paulo Pereira,Pietro,0
1088,917119,KDB10027,MOSTARDA JAIS HANDMADE 180G,JAIS,Paulo Pereira,Pietro,0
1089,917120,KDB10028,GELEIA DE BACON JAIS HANDMADE 180G,JAIS,Paulo Pereira,Pietro,0
1090,917121,KDB10029,BANHA DE PORCO CAIPIRA JAIS HANDMADE 300G,JAIS,Paulo Pereira,Pietro,0
1091,917122,KDB10030,PASTRAMI BLACK ANGUS JAIS HANDMADE 100G,JAIS,Paulo Pereira,Pietro,0
1092,917123,KDB10031,LOMBO COM LARANJA JAIS HANDMADE 100G,JAIS,Paulo Pereira,Pietro,0
1093,917124,KDB10032,PEITO DE FRANGO DEFUMADO JAIS HANDMADE 100G,JAIS,Paulo Pereira,Pietro,0
1094,917125,KDB10033,COPA DEFUMADA JAIS HANDMADE 100G,JAIS,Paulo Pereira,Pietro,0
1095,917126,KDB10034,PRESUNTO  REAL JAIS HANDMADE 100G,JAIS,Paulo Pereira,Pietro,0
1096,917127,KDB10035,PRESUNTO JAIS (PRESUNTO ALEMÃO) JAIS HANDMADE 100G,JAIS,Paulo Pereira,Pietro,0
1097,917128,KDB10036,BACON JAIS HANDMADE 100G,JAIS,Paulo Pereira,Pietro,0
1098,917129,KDB10037,GUANCIALE JAIS HANDMADE 100G,JAIS,Paulo Pereira,Pietro,0
1099,917130,KDB10038,PANCETTA TESA JAIS HANDMADE 100G,JAIS,Paulo Pereira,Pietro,0
1100,917131,KDB10039,LONZA JAIS HANDMADE 100G,JAIS,Paulo Pereira,Pietro,0
1101,917132,KDB10040,COPA DUROC JAIS HANDMADE 100G,JAIS,Paulo Pereira,Pietro,0
1102,917133,KDB10041,BRESAOLA DE WAGYU JAIS HANDMADE 100G,JAIS,Paulo Pereira,Pietro,
1103,917135,KDB10043,SALAME  SLIM CACCIATORE JAIS HANDMADE 220G,JAIS,Paulo Pereira,Pietro,0
1104,917136,KDB10044,SALAME  SLIM PATO COM LARANJA JAIS HANDMADE 220G,JAIS,Paulo Pereira,Pietro,
1105,917138,KDB10046,NDUJA CANASTRA JAIS HANDMADE 250G,JAIS,Paulo Pereira,Pietro,0
1106,917147,KDB10053,AGUA DE COCO  VERO 200ML,VERO COCO,Fairlie Padoan,Pietro,0
1107,917148,KDB10054,AGUA DE COCO  VERO 550ML,VERO COCO,Fairlie Padoan,Pietro,0
1108,917174,KDB10080,PÃO DE HAMBURGUER TIPO BRIOCHE PULLMAN 520G,BIMBO,João Reis,Pietro,0
1109,917175,KDB10081,PAO DE HAMBUGUER COM GERGELIM PULLMAN 420G,BIMBO,João Reis,Pietro,0
1110,917200,KDB10106,HAMBURGUER BOVINO DE WAGYU CONGELADO WESSEL 300G,WESSEL,Paulo Pereira,Pietro,
1111,917256,KDB10162,KOMBUCHA POD MENTA E MATCHÁ  1L,POD KOMBUCHA,Fairlie Padoan,Pietro,0
1112,917271,KDB10177,CLARA DE OVO ORGÂNICO PASTEURIZADA RAIAR 200G,RAIAR ORGANICOS,João Reis,Pietro,0
1113,917272,KDB10178,QUEIJO COTTAGY COM PROTEÍNA YORGUS 200G,VITALATTE,Geovanna Bezerra,Pietro,0
1114,917358,KDB10264,FILÉ DE DOURADO DO MAR CONGELADO NATURAL MEAT 200G,NATURAL MEAT,Paulo Pereira,Pietro,
1115,917359,KDB10265,FILÉ DE ROBALO CONGELADO NATURAL MEAT 200G,NATURAL MEAT,Paulo Pereira,Pietro,
1116,917413,KDB10319,IOGURTE KIDS BANANA E MAÇÃ VERDE CAMPO 170G,VERDE CAMPO,Geovanna Bezerra,Pietro,
1117,917414,KDB10320,IOGURTE KIDS MORANGO VERDE CAMPO 170G,VERDE CAMPO,Geovanna Bezerra,Pietro,
1118,917415,KDB10321,COALHADA SECA VERDE CAMPO 180G,VERDE CAMPO,Geovanna Bezerra,Pietro,
1119,917418,KDB10324,STEAK TARTARE DE BABY BEEF CONGELADO WESSEL 180G,WESSEL,Paulo Pereira,Pietro,
1120,917843,KDB10749,FILE DE SALMÃO SELVAGEM DO ALASKA NATURAL MEAT 180G,NATURAL MEAT,Paulo Pereira,Pietro,
1121,917844,KDB10750,FILÉ MIGNON EM CUBOS GRASS-FED NATURAL MEAT 400G,NATURAL MEAT,Paulo Pereira,Pietro,
1122,917845,KDB10751,FILÉ MIGNON EM BIFES GRASS-FED NATURAL MEAT 200G,NATURAL MEAT,Paulo Pereira,Pietro,
1123,917853,KDB10759,FRALDINHA EM BIFES GRASS-FED NATURAL MEAT 200G,NATURAL MEAT,Paulo Pereira,Pietro,
1124,917854,KDB10760,ESCALOPE DE ANCHO GRASS-FED NATURAL MEAT 200G,NATURAL MEAT,Paulo Pereira,Pietro,
1125,917915,KDB10821,PÃO CLÁSSICO ORGANICO TARTAPÃO 600G,TARTAPÃO,João Reis,Pietro,
1126,917916,KDB10822,PÃO MULTIGRÃOS ORGANICO TARTAPÃO 600G,TARTAPÃO,João Reis,Pietro,
